   1   DECAY LIBRARY: activation products (ENDF/B-VII.0)     
   1   10010  6     0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 9.9985E+01 1.0000E+00 1.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   10020  6     0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 1.5000E-02 1.0000E+00 1.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   10030  5     1.2320E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 5.6900E-03 0.0000E+00 6.4100E-09 4.4000E-04
   1                0.0000E+00 1.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   20030  6     0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 1.3700E-04 1.0000E+00 1.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   20040  6     0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 1.0000E+02 1.0000E+00 1.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   20050  1     1.0000E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 8.9000E-01 0.0000E+00 1.0000E+00 1.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 1.0000E+00 0.0000E+00
   1   20060  1     8.0670E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 2.3389E+00 0.0000E+00 1.0000E+00 1.0000E+00
   1                5.0000E-01 1.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   30060  6     0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 7.5900E+00 1.0000E+00 1.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   30070  6     0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 9.2410E+01 1.0000E+00 1.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   30080  1     8.3990E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 1.1981E+01 0.0000E+00 1.0000E+00 1.0000E+00
   1                3.3589E-01 1.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   40070  4     5.3220E+01 0.0000E+00 1.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 4.9862E-02 0.0000E+00 3.0300E-08 6.6100E-04
   1                1.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   40080  1     1.0000E-06 0.0000E+00 0.0000E+00 0.0000E+00 1.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 9.1840E-02 0.0000E+00 1.0000E+00 1.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   40090  6     0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 1.0000E+02 1.0000E+00 1.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   40100  5     1.5100E+06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 2.0264E-01 0.0000E+00 4.7600E-11 1.6800E-05
   1                0.0000E+00 1.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   40110  1     1.3810E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 7.4330E+00 0.0000E+00 1.0000E+00 1.0000E+00
   1                5.0000E-01 9.6900E-01 0.0000E+00 0.0000E+00 3.1000E-02
   1   50100  6     0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 1.9800E+01 1.0000E+00 1.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   50110  6     0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 8.0200E+01 1.0000E+00 1.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   50120  1     2.0200E-02 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 6.3524E+00 0.0000E+00 1.0000E+00 1.0000E+00
   1                0.0000E+00 1.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   60120  6     0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1                0.0000E+00 0.0000E+00 0.0000E+00 9.8890E+01 1.0000E+00 1.0000E+00
   1                7.2606E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
   1   60130  6     0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
