 ENDF/B-VII                                                       
 9.02270E+05 0.00000E+00          1          0          0          0
 2.53000E-02 0.00000E+00          1          2       2298       1149
 1.00300E+04 0.00000E+00 2.00300E+04 0.00000E+00 2.00400E+04 0.00000E+00
 2.60650E+05 0.00000E+00 2.70650E+05 0.00000E+00 2.80650E+05 0.00000E+00
 2.90650E+05 0.00000E+00 2.40660E+05 0.00000E+00 2.50660E+05 6.97001E-13
 2.60660E+05 2.57000E-10 2.70660E+05 3.23000E-10 2.80660E+05 2.71000E-10
 2.90660E+05 7.76001E-13 3.00660E+05 0.00000E+00 3.10660E+05 0.00000E+00
 3.20660E+05 0.00000E+00 2.40670E+05 0.00000E+00 2.50670E+05 1.35000E-13
 2.60670E+05 1.13000E-10 2.70670E+05 8.12001E-10 2.80670E+05 1.21000E-09
 2.90670E+05 2.23000E-11 3.00670E+05 5.02000E-14 3.10670E+05 0.00000E+00
 3.20670E+05 0.00000E+00 2.50680E+05 1.01000E-14 2.60680E+05 6.08001E-11
 2.70680E+05 8.95001E-10 2.80680E+05 7.02001E-09 2.90680E+05 7.68001E-11
 2.90681E+05 1.79000E-10 3.00680E+05 4.04000E-12 3.10680E+05 0.00000E+00
 3.20680E+05 0.00000E+00 2.50690E+05 0.00000E+00 2.60690E+05 1.23000E-11
 2.70690E+05 1.24000E-09 2.80690E+05 1.83000E-08 2.90690E+05 3.80000E-09
 3.00690E+05 2.61000E-11 3.00691E+05 1.11000E-10 3.10690E+05 3.65000E-14
 3.20690E+05 0.00000E+00 3.30690E+05 0.00000E+00 2.60700E+05 1.74000E-12
 2.70700E+05 4.09000E-10 2.80700E+05 3.57000E-08 2.90700E+05 3.24000E-09
 2.90701E+05 9.71001E-09 3.00700E+05 2.91000E-09 3.10700E+05 1.84000E-12
 3.20700E+05 0.00000E+00 2.60710E+05 9.67001E-14 2.70710E+05 1.71000E-10
 2.80710E+05 3.28000E-08 2.90710E+05 6.54001E-08 3.00710E+05 5.49000E-09
 3.00711E+05 2.34000E-08 3.10710E+05 1.30000E-10 3.20710E+05 3.13000E-14
 3.20711E+05 3.13000E-14 3.30710E+05 0.00000E+00 2.60720E+05 0.00000E+00
 2.70720E+05 2.90000E-11 2.80720E+05 3.94000E-08 2.90720E+05 1.53000E-07
 3.00720E+05 3.73000E-07 3.10720E+05 3.71000E-09 3.20720E+05 1.35000E-11
 3.30720E+05 0.00000E+00 3.40720E+05 0.00000E+00 2.70730E+05 2.19000E-12
 2.80730E+05 7.05001E-09 2.90730E+05 1.68000E-07 3.00730E+05 7.18001E-07
 3.10730E+05 4.27000E-08 3.20730E+05 2.94000E-10 3.20731E+05 6.89001E-11
 3.30730E+05 2.03000E-14 3.40730E+05 0.00000E+00 3.40731E+05 0.00000E+00
 2.70740E+05 7.12001E-14 2.80740E+05 1.74000E-09 2.90740E+05 9.47001E-08
 3.00740E+05 2.28000E-06 3.10740E+05 1.28500E-07 3.10741E+05 1.28500E-07
 3.20740E+05 1.51000E-08 3.30740E+05 2.14300E-12 3.40740E+05 0.00000E+00
